Nombre,Edad,Ciudad,Nacionalidad,Fecha_registro,Frontera
Carlos Rodríguez,10,Cúcuta,Venezuela,2023-04-11,Vichada
Jorge Herrera,19,Bucaramanga,Venezuela,2020-04-01,Norte de Santander
Jorge Herrera?,9,Cúcuta,Ecuador,2024-10-28,Aeropuerto El Dorado
María Lopez,43,Medellín,Venezuela,2023-02-28,Aeropuerto El Dorado
Pedro Gómez,27,Cartagena,Colombia,2023-03-18,Aeropuerto El Dorado
Marta Castillo,31,Medellín,Perú,2022-06-07,Aeropuerto El Dorado
Pedro Gómez,67,Medellín,Colombia,2024-08-24,La Guajira
Pedro Gómez,44,Medellín,Ecuador,2022-09-15,Aeropuerto El Dorado
Juan Pérez,37,Bogotá,Colombia,2023-10-08,Vichada
Pedro Gómez,10,Cúcuta,Ecuador,2022-02-13,Vichada
Marta Castillo,3,Cali,Colombia,2022-04-09,Arauca
Carlos Rodríguez,3,Medellín,Colombia,2024-09-11,Vichada
María Lopez,23,Cúcuta,Colombia,2023-09-06,La Guajira
Jorge Herrera,57,Bucaramanga,Venezuela,2020-10-08,Aeropuerto El Dorado
Ana Martínez$,38,Barranquilla,Venezuela,2022-05-11,La Guajira
Marta Castillo%,1,Cartagena,Ecuador,2024-02-29,Aeropuerto El Dorado
Andrés Rivera,80,Cartagena,Perú,2025-07-31,La Guajira
Sofía Torres,45,Barranquilla,Venezuela,2023-03-05,Vichada
Marta Castillo,64,Cali,Ecuador,2024-06-29,Arauca
Andrés Rivera,12,Cartagena,Venezuela,2021-12-30,Aeropuerto El Dorado
Sofía Torres,16,Bucaramanga,Ecuador,2022-04-01,Aeropuerto El Dorado
Luisa Morales,79,Bogotá,Venezuela,2020-08-14,Leticia
Ana Martínez,59,Medellín%,Colombia,2021-07-21,Arauca
María Lopez*,28,Cúcuta,Ecuador,2020-01-07,Aeropuerto El Dorado
Marta Castillo,25,Cúcuta,Ecuador,2020-11-30,Leticia
Jorge Herrera,80,Cartagena,Perú,2023-06-24,Leticia
Luisa Morales,44,Cali,Ecuador,2022-08-11,Vichada
Jorge Herrera,24,Cúcuta,Ecuador,2024-11-20,Norte de Santander
Jorge Herrera,60,Medellín,Perú,2024-02-25,Aeropuerto El Dorado
Luisa Morales,16,Barranquilla,Perú,2024-03-08,La Guajira
Carlos Rodríguez,30,Cúcuta%,Perú,2020-04-12,Leticia
Juan Pérez,50,Cúcuta,Perú,2023-04-03,Arauca
Jorge Herrera,43,Cartagena,Perú,2021-03-25,Arauca
Carlos Rodríguez,26,Bucaramanga,Colombia,2020-02-23,Norte de Santander
Luisa Morales,70,Medellín,Colombia,2021-09-20,Vichada
Luisa Morales,36,Bucaramanga,Perú,2024-02-26,Leticia
Andrés Rivera,11,Bucaramanga,Ecuador,2023-08-10,Leticia
Juan Pérez,71,Barranquilla,Perú,2020-10-10,La Guajira
Juan Pérez,1,Bogotá%,Colombia,2024-10-12,Vichada
Marta Castillo,31,Medellín,Colombia,2024-08-28,Arauca
Andrés Rivera,32,Cartagena,Perú,2020-05-25,Vichada
Sofía Torres,48,Cali,Ecuador,2020-05-27,Leticia
Andrés Rivera,7,Cali@,Venezuela,2022-07-05,Arauca
Sofía Torres,61,Cali,Ecuador,2024-01-02,Vichada
Pedro Gómez,8,Medellín,Ecuador,2022-09-19,Vichada
Marta Castillo,20,Cartagena,Ecuador,2022-06-06,La Guajira
Sofía Torres,78,Cúcuta,Colombia,2021-08-04,Leticia
Juan Pérez,72,Barranquilla,Colombia,2020-09-26,La Guajira
Andrés Rivera,62,Cúcuta,Colombia,2022-11-01,Arauca
Sofía Torres,44,Bogotá,Venezuela,2022-07-22,Norte de Santander
Marta Castillo,62,Medellín%,Ecuador,2024-09-19,Arauca
Andrés Rivera,31,Barranquilla,Perú,2023-10-26,Aeropuerto El Dorado
Andrés Rivera,14,Bogotá,Ecuador,2024-03-23,Aeropuerto El Dorado
Luisa Morales,68,Cali,Colombia,2023-05-15,Arauca
Ana Martínez,68,Medellín,Perú,2022-02-09,La Guajira
Luisa Morales,71,Medellín,Colombia,2024-01-21,Leticia
Luisa Morales,51,Barranquilla,Colombia,2021-04-18,Aeropuerto El Dorado
Carlos Rodríguez,45,Cúcuta,Colombia,2024-07-03,Arauca
María Lopez@,7,Cúcuta,Colombia,2024-03-03,Arauca
Ana Martínez,11,Bucaramanga,Ecuador,2021-03-08,Norte de Santander
Ana Martínez,33,Medellín,Venezuela,2025-09-19,Vichada
Marta Castillo@,23,Barranquilla,Ecuador,2023-08-15,Vichada
Ana Martínez,6,Bogotá,Colombia,2021-06-02,Vichada
Sofía Torres,16,Barranquilla,Ecuador,2023-03-31,Vichada
Juan Pérez,22,Cali,Colombia,2023-04-21,Norte de Santander
Luisa Morales,57,Bogotá,Venezuela,2024-06-23,Leticia
Marta Castillo,56,Cali,Colombia,2022-08-21,La Guajira
Sofía Torres,14,Cartagena,Perú,2022-09-13,La Guajira
Marta Castillo?,70,Cali,Venezuela,2024-09-05,Leticia
Pedro Gómez,26,Barranquilla,Ecuador,2020-01-25,Arauca
Luisa Morales#,47,Medellín?,Ecuador,2020-02-09,Arauca
Marta Castillo,57,Cartagena,Perú,2025-10-20,Leticia
Jorge Herrera,65,Cúcuta,Colombia,2020-03-12,Arauca
Juan Pérez!,18,Barranquilla,Venezuela,2023-11-30,Vichada
Luisa Morales,20,Cartagena,Ecuador,2020-03-11,La Guajira
Carlos Rodríguez,60,Cúcuta,Venezuela,2023-06-14,Aeropuerto El Dorado
Sofía Torres,34,Bucaramanga,Colombia,2024-09-01,Norte de Santander
Pedro Gómez,26,Barranquilla,Perú,2024-06-11,Vichada
Carlos Rodríguez,8,Cartagena,Perú,2020-02-13,La Guajira
Andrés Rivera,54,Medellín,Perú,2021-06-06,La Guajira
Jorge Herrera$,24,Medellín$,Colombia,2021-12-04,Aeropuerto El Dorado
Sofía Torres$,32,Bogotá,Perú,2025-08-16,Norte de Santander
Andrés Rivera,30,Bogotá,Ecuador,2022-09-27,Norte de Santander
Juan Pérez,60,Cúcuta,Venezuela,2022-01-03,Leticia
María Lopez,50,Cúcuta,Colombia,2020-05-21,Leticia
María Lopez,47,Cali,Colombia,2023-12-02,La Guajira
Luisa Morales,79,Medellín,Perú,2020-06-11,Norte de Santander
Ana Martínez,29,Barranquilla,Colombia,2024-03-03,Vichada
Luisa Morales,72,Cúcuta,Venezuela,2022-06-09,Leticia
Jorge Herrera,33,Cali,Colombia,2020-11-22,Arauca
Juan Pérez,46,Barranquilla,Ecuador,2025-08-28,Arauca
María Lopez,70,Cali,Colombia,2021-08-11,Vichada
María Lopez,30,Cali,Ecuador,2023-07-31,Norte de Santander
Pedro Gómez,20,Cali,Colombia,2022-03-23,La Guajira
Jorge Herrera,22,Cúcuta,Venezuela,2023-01-07,Vichada
Sofía Torres,69,Cartagena,Ecuador,2025-05-26,Aeropuerto El Dorado
Juan Pérez,6,Medellín,Ecuador,2024-12-09,Aeropuerto El Dorado
Carlos Rodríguez%,73,Cali,Colombia,2025-02-08,Vichada
Marta Castillo,20,Barranquilla!,Perú,2021-09-08,Norte de Santander
Andrés Rivera,78,Barranquilla,Ecuador,2024-12-21,Norte de Santander
Marta Castillo,76,Cúcuta!,Venezuela,2025-03-23,La Guajira
Juan Pérez,80,Bogotá,Ecuador,2024-03-11,La Guajira
Marta Castillo,53,Medellín,Perú,2021-05-14,Leticia
Juan Pérez,25,Bogotá,Ecuador,2024-02-21,Aeropuerto El Dorado
Sofía Torres,57,Barranquilla,Perú,2025-02-02,Arauca
Ana Martínez,5,Bucaramanga,Venezuela,2025-12-30,La Guajira
Jorge Herrera,42,Barranquilla,Colombia,2024-08-16,Aeropuerto El Dorado
Carlos Rodríguez,61,Cúcuta,Ecuador,2020-09-17,Aeropuerto El Dorado
Jorge Herrera,2,Bucaramanga,Colombia,2020-04-13,Norte de Santander
Juan Pérez,42,Barranquilla,Ecuador,2023-06-25,Arauca
Luisa Morales,67,Cúcuta,Perú,2021-01-09,Norte de Santander
Pedro Gómez,8,Medellín,Colombia,2020-02-06,Norte de Santander
Luisa Morales,78,Cúcuta,Colombia,2022-03-13,Vichada
Luisa Morales,36,Cúcuta,Perú,2023-09-26,Norte de Santander
Jorge Herrera,2,Cartagena#,Venezuela,2022-01-07,La Guajira
Jorge Herrera!,52,Bucaramanga,Ecuador,2025-09-02,La Guajira
Carlos Rodríguez,6,Medellín,Venezuela,2021-08-12,Arauca
Marta Castillo,47,Bogotá,Colombia,2023-08-27,Leticia
María Lopez,67,Cali,Ecuador,2021-03-29,Vichada
María Lopez,25,Bucaramanga,Venezuela,2020-04-20,Leticia
Juan Pérez,61,Bucaramanga,Colombia,2024-12-22,La Guajira
Marta Castillo,17,Cali,Ecuador,2020-11-29,Norte de Santander
Jorge Herrera,41,Bogotá,Colombia,2024-09-30,Aeropuerto El Dorado
Luisa Morales,43,Cali,Perú,2023-09-06,Vichada
Marta Castillo,64,Cúcuta,Colombia,2022-02-15,Aeropuerto El Dorado
Carlos Rodríguez,10,Bogotá,Ecuador,2022-02-14,Vichada
María Lopez,13,Bogotá*,Colombia,2021-11-04,Aeropuerto El Dorado
Andrés Rivera,28,Bogotá,Colombia,2020-10-12,Leticia
Andrés Rivera,38,Barranquilla,Perú,2022-07-12,Aeropuerto El Dorado
Juan Pérez,36,Barranquilla,Perú,2021-10-29,Leticia
Ana Martínez,43,Cúcuta,Colombia,2025-05-22,Aeropuerto El Dorado
Juan Pérez,42,Bogotá,Colombia,2025-10-01,Norte de Santander
Sofía Torres,31,Cali#,Colombia,2021-02-14,Vichada
Ana Martínez,25,Cartagena,Colombia,2025-01-14,Aeropuerto El Dorado
Juan Pérez,60,Medellín!,Perú,2024-03-09,Leticia
Ana Martínez,10,Cali,Colombia,2020-06-11,La Guajira
Pedro Gómez,14,Bucaramanga,Colombia,2025-08-11,Leticia
Ana Martínez,73,Bogotá,Ecuador,2023-09-22,Norte de Santander
Andrés Rivera,40,Cali,Perú,2021-11-06,La Guajira
Andrés Rivera,11,Bogotá,Venezuela,2025-10-11,Leticia
Pedro Gómez,26,Bogotá,Colombia,2021-08-21,Arauca
María Lopez,47,Barranquilla,Perú,2021-06-15,Vichada
Juan Pérez,78,Bucaramanga,Colombia,2022-06-20,Aeropuerto El Dorado
Jorge Herrera,72,Cali,Colombia,2023-05-13,Aeropuerto El Dorado
María Lopez,59,Medellín,Colombia,2020-07-19,Vichada
Jorge Herrera,3,Bogotá,Colombia,2021-04-27,Vichada
Ana Martínez,19,Cúcuta,Venezuela,2024-04-20,Vichada
Marta Castillo,50,Cartagena,Ecuador,2024-07-01,La Guajira
Sofía Torres,28,Cartagena,Venezuela,2020-06-12,Leticia
María Lopez,66,Cali,Perú,2022-05-30,La Guajira
Sofía Torres,65,Cartagena,Venezuela,2023-04-14,Leticia
Ana Martínez,39,Cartagena,Venezuela,2020-11-06,Leticia
Andrés Rivera,48,Medellín,Perú,2024-04-19,Norte de Santander
Ana Martínez,31,Barranquilla,Venezuela,2025-01-04,Leticia
Andrés Rivera,23,Cúcuta,Ecuador,2020-08-29,La Guajira
Ana Martínez,13,Bogotá,Venezuela,2024-01-06,Leticia
Jorge Herrera,10,Cartagena,Ecuador,2021-04-23,Vichada
Carlos Rodríguez,18,Cali,Colombia,2022-11-24,Norte de Santander
Carlos Rodríguez,37,Bucaramanga,Venezuela,2023-04-26,Norte de Santander
Andrés Rivera,14,Cali,Ecuador,2025-04-24,Vichada
Jorge Herrera,57,Medellín,Colombia,2025-05-20,Vichada
Jorge Herrera,45,Cúcuta,Venezuela,2024-05-23,La Guajira
Ana Martínez,50,Cali,Ecuador,2024-04-14,Vichada
Marta Castillo,25,Cúcuta,Ecuador,2024-10-06,Arauca
Andrés Rivera,12,Barranquilla,Venezuela,2023-03-29,Leticia
Ana Martínez@,70,Barranquilla,Perú,2022-09-15,Leticia
Juan Pérez,61,Bucaramanga,Ecuador,2023-04-10,Arauca
Ana Martínez,72,Bucaramanga,Ecuador,2022-10-26,Vichada
Carlos Rodríguez,56,Cúcuta,Venezuela,2024-10-06,Vichada
Jorge Herrera,52,Medellín,Colombia,2025-04-12,Norte de Santander
Marta Castillo,55,Cartagena,Colombia,2025-10-06,Leticia
Marta Castillo,66,Cartagena,Ecuador,2024-11-23,La Guajira
Carlos Rodríguez,27,Bogotá,Ecuador,2023-02-18,Norte de Santander
Jorge Herrera,29,Medellín,Perú,2021-09-23,Aeropuerto El Dorado
Andrés Rivera,22,Medellín,Ecuador,2023-10-06,Aeropuerto El Dorado
Marta Castillo,61,Cúcuta@,Colombia,2022-10-18,Aeropuerto El Dorado
María Lopez,70,Cartagena,Venezuela,2025-03-13,Norte de Santander
Sofía Torres,38,Barranquilla,Ecuador,2024-11-07,La Guajira
Juan Pérez,69,Medellín,Ecuador,2025-04-22,Norte de Santander
Jorge Herrera,68,Barranquilla,Perú,2024-08-16,La Guajira
Ana Martínez,78,Bucaramanga,Venezuela,2021-02-13,La Guajira
Juan Pérez*,31,Cali,Ecuador,2025-01-27,Vichada
Marta Castillo,75,Cali,Venezuela,2023-05-07,Vichada
María Lopez,17,Medellín,Colombia,2020-06-08,Arauca
Marta Castillo,34,Medellín,Perú,2022-04-20,Aeropuerto El Dorado
Ana Martínez,8,Bucaramanga,Perú,2025-08-24,Aeropuerto El Dorado
Jorge Herrera,63,Bucaramanga,Perú,2020-10-09,Leticia
Pedro Gómez*,4,Cali,Venezuela,2025-03-28,Vichada
María Lopez,76,Cali,Venezuela,2021-08-20,Arauca
Andrés Rivera,55,Cartagena,Colombia,2024-09-04,La Guajira
Ana Martínez,77,Bucaramanga,Perú,2023-08-01,Aeropuerto El Dorado
Andrés Rivera,74,Cali,Colombia,2023-03-21,Leticia
Ana Martínez,56,Cúcuta!,Colombia,2022-12-01,La Guajira
Juan Pérez,13,Medellín,Colombia,2020-11-29,Arauca
Juan Pérez,71,Bogotá,Venezuela,2021-07-23,Leticia
Luisa Morales,73,Cúcuta,Colombia,2021-11-28,Aeropuerto El Dorado
Sofía Torres,45,Cúcuta,Ecuador,2024-02-20,Vichada
Jorge Herrera#,51,Bogotá,Ecuador,2024-01-01,Leticia
Sofía Torres,54,Bogotá,Ecuador,2024-12-24,Arauca
Andrés Rivera,10,Medellín,Perú,2023-03-25,Leticia
Jorge Herrera,23,Barranquilla,Perú,2023-03-29,Norte de Santander
Pedro Gómez,7,Cali,Ecuador,2024-04-16,Norte de Santander
Luisa Morales,43,Cartagena,Venezuela,2020-05-30,Leticia
Ana Martínez@,65,Cali,Perú,2021-11-10,Leticia
María Lopez,7,Cúcuta,Perú,2022-08-19,La Guajira
Ana Martínez,39,Cartagena,Colombia,2024-02-15,Norte de Santander
Jorge Herrera,78,Bucaramanga%,Venezuela,2020-05-28,Norte de Santander
Marta Castillo,34,Medellín,Perú,2021-02-19,Vichada
Carlos Rodríguez,15,Bogotá!,Venezuela,2025-07-23,Aeropuerto El Dorado
Sofía Torres,59,Bucaramanga,Colombia,2025-12-15,La Guajira
Luisa Morales,11,Medellín?,Colombia,2021-08-09,Arauca
María Lopez,8,Barranquilla,Colombia,2020-10-03,Arauca
Carlos Rodríguez,19,Bucaramanga,Perú,2025-05-28,La Guajira
Pedro Gómez,67,Cali?,Perú,2025-07-24,Norte de Santander
Andrés Rivera,49,Bogotá,Ecuador,2024-12-23,Vichada
Pedro Gómez,50,Cali,Venezuela,2020-08-20,La Guajira
Andrés Rivera,25,Cali,Ecuador,2023-10-03,Aeropuerto El Dorado
Pedro Gómez,28,Cartagena,Ecuador,2024-01-21,Aeropuerto El Dorado
Jorge Herrera,49,Cali@,Colombia,2020-11-30,Aeropuerto El Dorado
Carlos Rodríguez,45,Cúcuta,Colombia,2021-04-29,Vichada
Pedro Gómez#,68,Medellín,Ecuador,2022-06-17,Vichada
Juan Pérez,17,Bogotá,Perú,2023-06-10,Vichada
Ana Martínez,33,Cúcuta,Ecuador,2025-02-13,Leticia
Pedro Gómez#,68,Cúcuta,Venezuela,2022-11-03,Leticia
Ana Martínez,8,Cartagena,Ecuador,2025-11-03,Leticia
Marta Castillo,72,Bucaramanga,Ecuador,2020-09-29,Arauca
Marta Castillo,23,Barranquilla,Perú,2025-09-10,Arauca
Pedro Gómez,17,Cartagena,Ecuador,2023-02-06,Aeropuerto El Dorado
Marta Castillo!,56,Bucaramanga,Colombia,2025-05-22,Arauca
María Lopez,66,Cali,Perú,2020-07-09,Leticia
María Lopez,40,Cúcuta,Venezuela,2022-11-06,La Guajira
Marta Castillo,70,Cúcuta,Venezuela,2022-08-26,Vichada
María Lopez$,60,Cúcuta,Venezuela,2022-10-04,La Guajira
Sofía Torres,15,Cúcuta,Ecuador,2023-06-02,Vichada
Sofía Torres,18,Medellín,Perú,2021-02-23,Vichada
Marta Castillo,6,Medellín,Ecuador,2025-08-11,Leticia
Marta Castillo,65,Bogotá,Colombia,2022-11-24,Leticia
Ana Martínez,52,Barranquilla,Colombia,2023-11-06,La Guajira
Juan Pérez,54,Barranquilla,Venezuela,2025-10-13,La Guajira
Andrés Rivera,16,Cúcuta,Ecuador,2022-07-20,Vichada
Sofía Torres,23,Cali,Colombia,2020-04-12,Arauca
Jorge Herrera,6,Bucaramanga,Venezuela,2022-11-24,La Guajira
Marta Castillo,25,Medellín,Venezuela,2021-09-04,Norte de Santander
María Lopez,11,Cartagena,Colombia,2022-10-21,Arauca
Luisa Morales,45,Barranquilla,Perú,2024-02-03,Vichada
Carlos Rodríguez,58,Barranquilla,Colombia,2025-02-01,Aeropuerto El Dorado
Luisa Morales,6,Cúcuta,Colombia,2020-02-08,Aeropuerto El Dorado
Sofía Torres,49,Medellín,Colombia,2022-03-19,Leticia
Luisa Morales,18,Barranquilla,Perú,2025-06-11,Leticia
Pedro Gómez,64,Medellín?,Venezuela,2020-04-26,Norte de Santander
Jorge Herrera,43,Medellín%,Ecuador,2020-05-05,Aeropuerto El Dorado
Luisa Morales,79,Bucaramanga,Venezuela,2023-05-31,La Guajira
Marta Castillo,48,Cali,Colombia,2020-08-01,La Guajira
Jorge Herrera,56,Cali,Colombia,2021-06-11,Norte de Santander
Sofía Torres,76,Cali,Perú,2020-07-06,Norte de Santander
Juan Pérez,28,Bogotá,Perú,2021-04-25,Arauca
Luisa Morales,79,Bucaramanga,Venezuela,2025-11-08,Leticia
Luisa Morales,4,Cali,Perú,2022-11-10,Arauca
Sofía Torres,29,Cali,Ecuador,2021-10-20,La Guajira
Andrés Rivera,66,Barranquilla,Perú,2024-06-19,Norte de Santander
Jorge Herrera,10,Medellín,Venezuela,2020-06-23,Aeropuerto El Dorado
Carlos Rodríguez,70,Barranquilla*,Colombia,2024-04-16,Arauca
Carlos Rodríguez,32,Bucaramanga?,Venezuela,2023-01-20,Vichada
Ana Martínez,33,Cali?,Colombia,2022-03-18,Arauca
Andrés Rivera,65,Cartagena,Venezuela,2020-12-21,Arauca
Marta Castillo,58,Bogotá?,Ecuador,2023-08-16,Vichada
Luisa Morales,65,Bucaramanga,Venezuela,2021-08-27,Vichada
Marta Castillo!,7,Cartagena!,Venezuela,2024-12-11,Norte de Santander
Andrés Rivera,55,Cartagena,Ecuador,2021-08-26,Arauca
Jorge Herrera@,18,Bogotá,Venezuela,2025-06-16,Vichada
Andrés Rivera,49,Cartagena,Perú,2023-07-15,Aeropuerto El Dorado
Luisa Morales,50,Medellín,Colombia,2023-07-19,Vichada
Pedro Gómez,1,Cúcuta,Ecuador,2022-12-05,Vichada
Ana Martínez,7,Cartagena,Perú,2020-11-30,Vichada
Pedro Gómez,44,Barranquilla,Venezuela,2025-02-19,Norte de Santander
Marta Castillo,19,Cartagena,Perú,2021-01-19,Aeropuerto El Dorado
Andrés Rivera,59,Cali,Colombia,2023-12-30,Leticia
Marta Castillo,36,Cali,Colombia,2025-01-04,La Guajira
Luisa Morales,68,Bucaramanga,Colombia,2022-03-09,Arauca
María Lopez,73,Bucaramanga,Venezuela,2025-11-16,Aeropuerto El Dorado
Juan Pérez,13,Bogotá,Ecuador,2021-08-28,Arauca
Carlos Rodríguez,29,Medellín,Venezuela,2023-04-30,Norte de Santander
Juan Pérez%,46,Bucaramanga,Venezuela,2021-09-26,Arauca
Andrés Rivera,38,Cúcuta,Ecuador,2021-04-26,Vichada
Carlos Rodríguez*,29,Cartagena,Ecuador,2024-04-22,Aeropuerto El Dorado
Luisa Morales,44,Cali,Perú,2022-01-05,Leticia
Marta Castillo,60,Barranquilla,Perú,2021-08-31,Aeropuerto El Dorado
Marta Castillo,4,Cartagena,Perú,2022-04-11,Arauca
Marta Castillo,40,Bucaramanga,Perú,2020-08-09,La Guajira
Carlos Rodríguez,57,Cali,Perú,2024-02-11,Arauca
Carlos Rodríguez,50,Medellín,Ecuador,2024-07-05,Norte de Santander
Sofía Torres,48,Cali,Colombia,2024-02-19,Vichada
Luisa Morales,68,Cali,Perú,2023-08-05,Vichada
Carlos Rodríguez,30,Cúcuta,Venezuela,2024-07-31,Norte de Santander
Luisa Morales,58,Bucaramanga,Ecuador,2022-11-07,La Guajira
Ana Martínez,14,Barranquilla,Ecuador,2022-12-11,Norte de Santander
María Lopez,52,Barranquilla$,Colombia,2024-11-12,Vichada
Pedro Gómez,20,Medellín,Colombia,2020-01-27,Arauca
Jorge Herrera,56,Bogotá,Colombia,2021-08-31,La Guajira
Sofía Torres,9,Bogotá,Perú,2024-01-23,La Guajira
Carlos Rodríguez,39,Cali,Venezuela,2023-12-07,Aeropuerto El Dorado
Luisa Morales,5,Bogotá,Ecuador,2024-01-27,Norte de Santander
María Lopez,62,Bucaramanga,Venezuela,2024-08-14,Vichada
Pedro Gómez,74,Cartagena,Venezuela,2021-12-28,Norte de Santander
Ana Martínez,46,Cúcuta,Ecuador,2024-11-12,Vichada
Luisa Morales,18,Cartagena,Colombia,2022-11-20,Vichada
Luisa Morales,76,Cartagena,Perú,2022-11-11,Norte de Santander
Ana Martínez#,70,Cúcuta,Ecuador,2020-03-04,Aeropuerto El Dorado
Ana Martínez,21,Cali,Perú,2025-11-03,Arauca
Ana Martínez,30,Medellín,Venezuela,2025-09-22,Norte de Santander
Marta Castillo,56,Bogotá,Perú,2023-05-17,Leticia
Andrés Rivera,29,Barranquilla,Colombia,2020-11-02,Leticia
Luisa Morales,27,Bogotá,Colombia,2020-07-19,Aeropuerto El Dorado
Sofía Torres,79,Cali,Perú,2023-06-07,Aeropuerto El Dorado
María Lopez,4,Bucaramanga,Ecuador,2022-11-03,La Guajira
Luisa Morales,70,Barranquilla,Venezuela,2025-10-16,Arauca
Luisa Morales,46,Bogotá%,Colombia,2023-08-11,Norte de Santander
Andrés Rivera,62,Cartagena*,Ecuador,2025-09-15,Aeropuerto El Dorado
Juan Pérez,80,Barranquilla,Venezuela,2020-09-10,Vichada
María Lopez,11,Bucaramanga,Perú,2021-07-06,La Guajira
Luisa Morales,37,Cartagena,Venezuela,2020-03-20,Arauca
Pedro Gómez%,14,Bogotá!,Venezuela,2025-06-16,Norte de Santander
Pedro Gómez,13,Cúcuta,Ecuador,2024-05-11,La Guajira
Marta Castillo,35,Barranquilla,Perú,2020-07-18,Aeropuerto El Dorado
Sofía Torres,29,Cúcuta,Perú,2021-01-29,Aeropuerto El Dorado
Juan Pérez,75,Barranquilla,Colombia,2024-05-18,Norte de Santander
Carlos Rodríguez,79,Cúcuta,Venezuela,2025-09-15,Leticia
Carlos Rodríguez%,7,Bogotá,Colombia,2020-12-22,Leticia
Marta Castillo,49,Bogotá,Ecuador,2021-11-16,Norte de Santander
Ana Martínez,78,Barranquilla,Venezuela,2021-04-09,Arauca
María Lopez,51,Barranquilla,Ecuador,2021-03-10,Leticia
María Lopez%,15,Cartagena,Ecuador,2023-05-18,Arauca
Luisa Morales,70,Bucaramanga,Colombia,2022-03-15,Vichada
Juan Pérez,20,Medellín,Ecuador,2024-06-08,Arauca
Luisa Morales,35,Barranquilla,Ecuador,2025-08-05,Leticia
María Lopez,18,Medellín,Perú,2025-08-05,Norte de Santander
Marta Castillo,55,Cali,Colombia,2022-03-30,Vichada
Pedro Gómez,73,Bucaramanga,Colombia,2022-09-26,Arauca
María Lopez,19,Cúcuta,Ecuador,2023-01-26,Norte de Santander
Sofía Torres,31,Barranquilla,Perú,2020-04-26,La Guajira
Luisa Morales,57,Medellín,Ecuador,2022-07-14,La Guajira
Andrés Rivera,11,Bucaramanga,Perú,2020-03-04,Arauca
Juan Pérez,21,Barranquilla,Perú,2020-04-02,Leticia
Carlos Rodríguez,79,Cali,Ecuador,2023-08-14,Leticia
Luisa Morales,48,Medellín,Colombia,2020-05-17,Vichada
Juan Pérez,72,Cali,Ecuador,2025-05-07,Leticia
Sofía Torres,72,Cúcuta,Perú,2022-12-20,Arauca
Marta Castillo,39,Bogotá,Ecuador,2021-10-18,Leticia
Andrés Rivera,48,Medellín,Perú,2020-05-19,La Guajira
Jorge Herrera,52,Cartagena,Ecuador,2023-10-30,Vichada
Luisa Morales,1,Cali,Perú,2020-06-24,Aeropuerto El Dorado
Andrés Rivera,47,Bogotá,Perú,2024-10-24,La Guajira
Andrés Rivera,73,Cali,Perú,2025-09-21,Vichada
María Lopez,64,Bucaramanga,Perú,2025-12-22,Arauca
Sofía Torres,17,Medellín,Venezuela,2024-11-16,Aeropuerto El Dorado
Sofía Torres,61,Cartagena,Colombia,2020-06-02,Leticia
Luisa Morales,40,Bogotá,Ecuador,2023-06-10,La Guajira
Andrés Rivera%,47,Cartagena,Colombia,2024-04-16,Norte de Santander
Andrés Rivera,61,Cúcuta,Colombia,2021-07-07,Leticia
María Lopez,68,Cali@,Venezuela,2025-04-15,Vichada
Juan Pérez,12,Medellín,Ecuador,2021-01-16,Vichada
Jorge Herrera?,4,Bogotá,Venezuela,2025-02-10,La Guajira
Jorge Herrera,72,Barranquilla,Venezuela,2020-04-23,Aeropuerto El Dorado
Andrés Rivera,39,Bucaramanga!,Venezuela,2021-08-16,Norte de Santander
Carlos Rodríguez,76,Medellín,Venezuela,2020-01-06,La Guajira
Luisa Morales,56,Bucaramanga,Venezuela,2021-12-27,Arauca
María Lopez,54,Cartagena?,Ecuador,2023-05-25,Aeropuerto El Dorado
Luisa Morales,27,Bogotá,Ecuador,2025-05-28,Arauca
Luisa Morales,71,Bucaramanga,Venezuela,2023-11-13,Aeropuerto El Dorado
Juan Pérez,10,Barranquilla!,Venezuela,2020-04-20,Leticia
Jorge Herrera,34,Barranquilla,Colombia,2025-09-09,Leticia
Ana Martínez,38,Bucaramanga,Colombia,2025-07-05,Leticia
María Lopez,78,Cartagena@,Venezuela,2022-05-09,Aeropuerto El Dorado
Andrés Rivera,74,Barranquilla,Perú,2023-11-06,Leticia
Andrés Rivera@,32,Bucaramanga,Perú,2024-05-26,Aeropuerto El Dorado
Marta Castillo,51,Cartagena,Colombia,2020-12-27,Aeropuerto El Dorado
Pedro Gómez,51,Bogotá,Venezuela,2025-06-29,Aeropuerto El Dorado
Marta Castillo,69,Medellín,Perú,2023-10-03,Norte de Santander
Andrés Rivera,57,Bogotá,Venezuela,2021-05-13,Norte de Santander
Sofía Torres,28,Bogotá*,Perú,2025-04-28,La Guajira
María Lopez,28,Cartagena,Colombia,2023-03-05,Vichada
Juan Pérez,32,Bucaramanga,Venezuela,2025-04-13,Vichada
Ana Martínez,41,Medellín#,Perú,2024-02-17,La Guajira
Marta Castillo,10,Cúcuta,Perú,2020-05-19,La Guajira
María Lopez,38,Medellín,Colombia,2022-12-30,Norte de Santander
Marta Castillo,74,Barranquilla,Colombia,2021-09-22,Aeropuerto El Dorado
